duplicate_count,size_bytes,sha1,paths,tracked_paths
2,1954,96a0111899e7000ce5e6d54f3b1daebea7cb6939,02_wardrobe_images/karen/tasche08/tasche08.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/tasche08/tasche08.txt,
2,1939,a993494035a74c4748b929d682fd54c40ffc123a,02_wardrobe_images/karen/midikleid-in-beige-mit-animal-print-v-ausschnitt-3-4-arm-stufenrock-empire-nahe-taille_205/wadenlanges Kleid in der Grundfarbe Beige mit einem Tierfellprint.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/midikleid-in-beige-mit-animal-print-v-ausschnitt-3-4-arm-stufenrock-empire-nahe-taille_205/wadenlanges Kleid in der Grundfarbe Beige mit einem Tierfellprint.txt,
2,1933,19bdb1b89c9fcfb3869fe7ffcdb4ed2f4e4ae7e9,02_wardrobe_images/karen/trippen-zweifarbiger-leder-derby-rot_57/33 TRippen Halbschuh Rot.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/trippen-zweifarbiger-leder-derby-rot_57/33 TRippen Halbschuh Rot.txt,
2,1921,308c0320b9081c99939bf093cc1cebf6876f43fb,02_wardrobe_images/karen/Shirt aus Modalmix cremeweiß/Shirt aus Modalmix cremeweiß.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Shirt aus Modalmix cremeweiß/Shirt aus Modalmix cremeweiß.txt,
2,1920,664be7346a886ee72f3c2f5f97887596862e147a,_release_staging/CapsuleWardrobeRAG/src/wardrobe_stylist.py || src/wardrobe_stylist.py,src/wardrobe_stylist.py
2,1920,a30b61054a68441285169319c498e4702a93221e,02_wardrobe_images/karen/fliederfarbenes Mibi-Kleid/fliederfarbenes Mibi-Kleid.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/fliederfarbenes Mibi-Kleid/fliederfarbenes Mibi-Kleid.txt,
2,1909,7dad6477181a30b37274c794c4ded0fcd8c10146,02_wardrobe_images/karen/Shirt aus Modalmix lila/Shirt aus Modalmix lila.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Shirt aus Modalmix lila/Shirt aus Modalmix lila.txt,
2,1908,3ce00d56b36ddbc14083afae2c3de43248c5d532,_release_staging/CapsuleWardrobeRAG/src/check_db.py || src/check_db.py,src/check_db.py
2,1907,aabc221f4a3be37d5b4fd3df8c99709910126d20,_release_staging/CapsuleWardrobeRAG/docs/CHAT_HANDOFF_TEMPLATE.md || docs/CHAT_HANDOFF_TEMPLATE.md,docs/CHAT_HANDOFF_TEMPLATE.md
2,1904,324b614aa17d7f7cf4cd8f49ac02785d723c2959,02_wardrobe_images/karen/kurzes olivfarbiges Kunstlederkleid von der Firma Samoon/kurzes olivfarbiges Kunstlederkleid von der Firma Samoon.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/kurzes olivfarbiges Kunstlederkleid von der Firma Samoon/kurzes olivfarbiges Kunstlederkleid von der Firma Samoon.txt,
2,1901,ce1d719fdb46d86fd07e7bd6de53e1c04643fff0,02_wardrobe_images/karen/knielanges Kleid von der Firma Hess Natur aus der Kollektion Wunderkind/knielanges Kleid von der Firma Hess Natur aus der Kollektion Wunderkind.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/knielanges Kleid von der Firma Hess Natur aus der Kollektion Wunderkind/knielanges Kleid von der Firma Hess Natur aus der Kollektion Wunderkind.txt,
2,1897,dfcad1e21a1da089e26aedfca33de71c061d6506,_release_staging/CapsuleWardrobeRAG/src/update_db_schema.py || src/update_db_schema.py,src/update_db_schema.py
2,1891,25be92f85e0a2f457528a8b44e8e037137aa2e8a,02_wardrobe_images/karen/schmuck31/schmuck31.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck31/schmuck31.txt,
2,1878,981d75c24fc359bc44487a9ee8fff7aba26d9a7f,02_wardrobe_images/karen/a-linien-webkleid-mit-zwei-volants_206/Webkleid mit zwei Volants in einem waschenden Blau.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/a-linien-webkleid-mit-zwei-volants_206/Webkleid mit zwei Volants in einem waschenden Blau.txt,
2,1872,812213c943b301b48820fe696552da41edd4d8cd,02_wardrobe_images/karen/tasche05/tasche05.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/tasche05/tasche05.txt,
2,1866,f6b7613bcda101c4b6c5109af978c8d8829ae726,02_wardrobe_images/karen/schmuck52/schmuck52.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck52/schmuck52.txt,
2,1857,470a21eda02f7b7a8166b96eb7b1e7b97689964c,02_wardrobe_images/karen/hellblaues-wadenlanges-hemdblusenkleid-aus-baumwolle-mit-stoffguertel_189/hellblaues Kleid wadenlang von der Firma Hess Natur aus der Kollektion Wunderkind.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/hellblaues-wadenlanges-hemdblusenkleid-aus-baumwolle-mit-stoffguertel_189/hellblaues Kleid wadenlang von der Firma Hess Natur aus der Kollektion Wunderkind.txt,
2,1836,012df6a355d8ccfc4eec2e91e34a4319bd4a9e40,_release_staging/CapsuleWardrobeRAG/tests/test_ingest_wardrobe_dry_run.py || tests/test_ingest_wardrobe_dry_run.py,tests/test_ingest_wardrobe_dry_run.py
2,1812,7b389a80ccff7788cce2df7cf46c75729894141d,02_wardrobe_images/karen/schmuck40/schmuck40.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck40/schmuck40.txt,
2,1789,65f5baaf1ad71689ea4ee9c813fde27a3add2674,02_wardrobe_images/karen/Brosche von Swarovski/Brosche von Swarovski.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Brosche von Swarovski/Brosche von Swarovski.txt,
2,1776,572177197bfeef515218b66eb827d02864e01165,02_wardrobe_images/karen/tasche04/tasche04.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/tasche04/tasche04.txt,
2,1764,b9ee4db08c897baced2dd4d21102f0c313904016,_release_staging/CapsuleWardrobeRAG/tests/test_admin_item_edit_context_select.py || tests/test_admin_item_edit_context_select.py,tests/test_admin_item_edit_context_select.py
2,1763,a5ec31a6d7fd1c6c431a4856a4905df6794ea8d7,02_wardrobe_images/karen/schmuck37/schmuck37.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck37/schmuck37.txt,
2,1758,86064eded7821dfd9741ae51d6e56084e00c9f33,02_wardrobe_images/karen/schmuck36/schmuck36.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck36/schmuck36.txt,
2,1732,a323fe5144de3bf5cbc67e9e7d7ef1c40b6cbcf9,02_wardrobe_images/karen/schmuck62/schmuck62.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck62/schmuck62.txt,
2,1723,0b30ba048042c00f9aaf19f3d146145b8cbdc6c2,02_wardrobe_images/karen/tasche09/tasche09.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/tasche09/tasche09.txt,
2,1695,c2339f46668912125ee374b4b571002536fe3591,_release_staging/CapsuleWardrobeRAG/tests/test_db_schema_migration.py || tests/test_db_schema_migration.py,tests/test_db_schema_migration.py
2,1652,ae6f858a68079155b1652989dc413f4d21c31f12,02_wardrobe_images/karen/schwarzes-sweatshirt-kleid-mit-struktur_204/Sweatshirt-Kleid von der Firma Taifun.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schwarzes-sweatshirt-kleid-mit-struktur_204/Sweatshirt-Kleid von der Firma Taifun.txt,
2,1644,9fdcfa1a274928aa3b74f07aea5b99fedb0abf4e,_release_staging/CapsuleWardrobeRAG/src/init_project.py || src/init_project.py,src/init_project.py
2,1632,57b03dd86f5e33a00f65a0d0eb068ed49017a4c4,02_wardrobe_images/karen/Mini-Jeans-Kleid/Mini-Jeans-Kleid.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Mini-Jeans-Kleid/Mini-Jeans-Kleid.txt,
2,1608,aec69a35a7fba28bbff022d48899e8805359eb00,02_wardrobe_images/karen/Etuikleid von der Firma Hess Natur/Etuikleid von der Firma Hess Natur.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Etuikleid von der Firma Hess Natur/Etuikleid von der Firma Hess Natur.txt,
2,1588,26e8cbbf113e84eed23fd51c5f574aa9853a67b3,02_wardrobe_images/karen/timberland-lug-sole-boat-shoe-moc-toe-dark-brown-leather_36/12 Bootsschuh der Firma Timberland.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/timberland-lug-sole-boat-shoe-moc-toe-dark-brown-leather_36/12 Bootsschuh der Firma Timberland.txt,
2,1580,4540357b8952ebdc2923cceadc0479f732bcd3a1,02_wardrobe_images/karen/26 Firma Trippen schwarzes LEder/26 Firma Trippen schwarzes LEder.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/26 Firma Trippen schwarzes LEder/26 Firma Trippen schwarzes LEder.txt,
2,1575,071c6765cf50868ad5aa1d826c69a87b92f0b5a1,02_wardrobe_images/karen/set-4-perlenarmbaender-kunststoff-in-creme-perlweiss_121/schmuck35.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/set-4-perlenarmbaender-kunststoff-in-creme-perlweiss_121/schmuck35.txt,
2,1561,f440f35d19d2c52486e3cc5927b568cc5a2dddd9,02_wardrobe_images/karen/schmuck79/schmuck79.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck79/schmuck79.txt,
2,1536,25f7c9e9cc7e41a297eab240b9ffc7c151ea98a8,02_wardrobe_images/karen/schuhe trippen lederstieflette/schuhe trippen lederstieflette.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schuhe trippen lederstieflette/schuhe trippen lederstieflette.txt,
2,1533,76025330834274245d039e0b7ea7d49f1ddf5659,_release_staging/CapsuleWardrobeRAG/tests/test_secret_scan.py || tests/test_secret_scan.py,tests/test_secret_scan.py
2,1531,bf75c934d35413550f469351c8b143245ab37eb8,02_wardrobe_images/karen/23 Sneaker Adidas Veloursleder/23 Sneaker Adidas Veloursleder.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/23 Sneaker Adidas Veloursleder/23 Sneaker Adidas Veloursleder.txt,
2,1519,82aa69436e72550a3f337b2e5a16e528007ebe03,02_wardrobe_images/karen/tasche11/tasche11.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/tasche11/tasche11.txt,
2,1512,a71428e833be353b73abf94e147c08c7354ce353,02_wardrobe_images/karen/uhr01/uhr01.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/uhr01/uhr01.txt,
2,1496,dc2c87dedef27e02823c4bf4244c7771077ef3bf,02_wardrobe_images/karen/Strickpullover blau/Strickpullover blau.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Strickpullover blau/Strickpullover blau.txt,
2,1489,14dbbd6d2dda4b546ea0c1530afc51179535e8e0,02_wardrobe_images/karen/schmuck71/schmuck71.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck71/schmuck71.txt,
2,1488,0b8e587cd977399cd18140d5ca31f6495fa5d011,02_wardrobe_images/karen/schmuck82/schmuck82.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck82/schmuck82.txt,
2,1481,c864bb062530947a2d0e557edd96af4e64619d30,02_wardrobe_images/karen/14 sportlichen Schuh der Firma Adidas/14 sportlichen Schuh der Firma Adidas.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/14 sportlichen Schuh der Firma Adidas/14 sportlichen Schuh der Firma Adidas.txt,
2,1478,739baa69ab4b264c8c9c8d99086221d429a1afbf,02_wardrobe_images/karen/schmuck32/schmuck32.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck32/schmuck32.txt,
2,1474,9c2f65ed0311ce653dc3abebd643a224c55a787f,02_wardrobe_images/karen/schmuck43/schmuck43.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck43/schmuck43.txt,
2,1463,8c9fd93ea7835ccb1f19b4786fd02b4bc2017e62,02_wardrobe_images/karen/Strickpullover dunkelblau/Strickpullover dunkelblau.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Strickpullover dunkelblau/Strickpullover dunkelblau.txt,
2,1461,720711651efce9041ef2da0174b261518fd58ab7,02_wardrobe_images/karen/Strickpullover cremeweiß/Strickpullover cremeweiß.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Strickpullover cremeweiß/Strickpullover cremeweiß.txt,
2,1456,777f6387cc2f1f0b01c354fd4a4e1ce4473e2756,_release_staging/CapsuleWardrobeRAG/src/server_entry.py || src/server_entry.py,src/server_entry.py
2,1451,8013579a6186b830bd3ab767fe56fbdcf78b299a,_release_staging/CapsuleWardrobeRAG/src/database_manager.py || src/database_manager.py,src/database_manager.py
2,1449,dfd4618da5b51599f6b29e7b72630c8d17b750de,02_wardrobe_images/karen/vintage-haarklammer-barrette-in-antiksilber-mit-strass-bluetenmotiv_142/schmuck56.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/vintage-haarklammer-barrette-in-antiksilber-mit-strass-bluetenmotiv_142/schmuck56.txt,
2,1432,57912fe049aba1370b22f348557db3e2bd5af3a6,02_wardrobe_images/karen/schmuck46/schmuck46.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck46/schmuck46.txt,
2,1410,c06941a2021d84e13d173f1c84af1af7fa1be828,02_wardrobe_images/karen/roeckl-lederhandschuhe-weinrot-burgunder_104/schmuck18.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/roeckl-lederhandschuhe-weinrot-burgunder_104/schmuck18.txt,
2,1396,c031ad9cf53b9c7a347aae5861f0723ce71b9243,_release_staging/CapsuleWardrobeRAG/tests/test_ingest_recover_orphan.py || tests/test_ingest_recover_orphan.py,tests/test_ingest_recover_orphan.py
2,1393,1f8c711c838d4098054000d19288a597a19addf1,02_wardrobe_images/karen/kurzes Paillettenkleid in der Farbe Schwarz/kurzes Paillettenkleid in der Farbe Schwarz.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/kurzes Paillettenkleid in der Farbe Schwarz/kurzes Paillettenkleid in der Farbe Schwarz.txt,
2,1393,a63800cf6a7a167c8aa49a53c196e672e0e17cd6,_release_staging/CapsuleWardrobeRAG/tests/test_ontology_color_lexicon.py || tests/test_ontology_color_lexicon.py,tests/test_ontology_color_lexicon.py
2,1386,9006d9ad0c30fa2d9fad05f86bcea08735de4812,02_wardrobe_images/karen/schmuck74/schmuck74.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck74/schmuck74.txt,
2,1376,03284e91ec34c2ba4c885859cb62f03eefdbdfad,_release_staging/CapsuleWardrobeRAG/tests/test_handoff_make_run_dry.py || tests/test_handoff_make_run_dry.py,tests/test_handoff_make_run_dry.py
2,1354,e06ddfe25f1d620533d4ab3bd38c3a0b95c699f6,02_wardrobe_images/karen/16 dunkelrosa Sneaker Marke Adidas/16 dunkelrosa Sneaker Marke Adidas.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/16 dunkelrosa Sneaker Marke Adidas/16 dunkelrosa Sneaker Marke Adidas.txt,
2,1344,99d9f410aa0f7ff1c0823ffae46bb9dc8cea23ec,02_wardrobe_images/karen/34 Trippen Sommerscuh Rot/34 Trippen Sommerscuh Rot.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/34 Trippen Sommerscuh Rot/34 Trippen Sommerscuh Rot.txt,
2,1343,b19189837252989492922a6715c4eff659bc286f,02_wardrobe_images/karen/schmuck50/schmuck50.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck50/schmuck50.txt,
2,1341,2fef911996b948858a4dd21728c0a1f76b4bbfd9,02_wardrobe_images/karen/tasche13/tasche13.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/tasche13/tasche13.txt,
2,1295,bdebe55fc3a4e72a0f1342144d1bbc31dd2e4003,02_wardrobe_images/karen/firmen-ansteckpin-zeiss-blau-weiss-klein_128/schmuck42.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/firmen-ansteckpin-zeiss-blau-weiss-klein_128/schmuck42.txt,
2,1292,7a6f334ead789ef7063b26a237401e7e64158f6c,docs/_snapshot/handoff_20260301-161316/runtime_state.md || docs/_snapshot/latest/runtime_state.md,
2,1257,1cb5864f20e82fb75d27fa4e4184442bb4eec9f9,02_wardrobe_images/karen/08 Tanzschuh für die Tanzschule/08 Tanzschuh für die Tanzschule.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/08 Tanzschuh für die Tanzschule/08 Tanzschuh für die Tanzschule.txt,
2,1257,6c38adaa845b1b5d4bed16a2c5f0e650aef9a049,02_wardrobe_images/karen/20 Marke Asics Sportschuh/20 Marke Asics Sportschuh.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/20 Marke Asics Sportschuh/20 Marke Asics Sportschuh.txt,
2,1256,42c7bb0df1581ebbd1aba1b478f42135711c0441,_release_staging/CapsuleWardrobeRAG/tools/Test-WardrobeApi.ps1 || tools/Test-WardrobeApi.ps1,tools/Test-WardrobeApi.ps1
2,1248,3082e0b4364232da219b536ee2c7418ce5d9f8c0,02_wardrobe_images/karen/32 Puma Sneaker beige/32 Puma Sneaker beige.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/32 Puma Sneaker beige/32 Puma Sneaker beige.txt,
2,1223,dabfa94468d7f4df9a39dc01f448196e9f3272dd,02_wardrobe_images/karen/06 hohe Pumps ist von Tamaris aus der Serie Heart/06 hohe Pumps ist von Tamaris aus der Serie Heart.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/06 hohe Pumps ist von Tamaris aus der Serie Heart/06 hohe Pumps ist von Tamaris aus der Serie Heart.txt,
2,1210,d7e113079c125bfca64d5316b20a73bf23d45688,02_wardrobe_images/karen/Shirt mit Volant sandfarben/Shirt mit Volant sandfarben.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Shirt mit Volant sandfarben/Shirt mit Volant sandfarben.txt,
2,1190,7520b978290bf3197c5b14b6d1bbcb74f938703f,02_wardrobe_images/karen/sea2see-sasha-03-brillenfassung-bicolor-blau_120/schmuck34.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/sea2see-sasha-03-brillenfassung-bicolor-blau_120/schmuck34.txt,
2,1179,b193ded4e700e01c8146364162838fdf844434d8,02_wardrobe_images/karen/15 pinken Sneakern von der Marke Skechers/15 pinken Sneakern von der Marke Skechers.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/15 pinken Sneakern von der Marke Skechers/15 pinken Sneakern von der Marke Skechers.txt,
2,1168,2eb8056694cd81cb17ce1e7696fe32164df07fd0,02_wardrobe_images/karen/schmuck67/schmuck67.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck67/schmuck67.txt,
2,1163,39234c78914c6efe5a078999590ced5796826e5d,02_wardrobe_images/karen/schmuck81/schmuck81.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck81/schmuck81.txt,
2,1157,3dba7eb8641e7957b87db14eee0ed8f13bac6086,02_wardrobe_images/karen/schmuck75/schmuck75.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck75/schmuck75.txt,
2,1151,8d05b9a9c241806c33e6afdd931c69622694868c,02_wardrobe_images/karen/schmuck48/schmuck48.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck48/schmuck48.txt,
2,1148,925f3b75ba17cab5e676ac3c531bb4344165211e,02_wardrobe_images/karen/schmuck78/schmuck78.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck78/schmuck78.txt,
2,1140,95b4f6196e56fdb78f4e3f579446bf75f49bcceb,02_wardrobe_images/karen/schmuck72/schmuck72.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck72/schmuck72.txt,
2,1125,ab7da49ff08b50da627b424f47df52f2264f8cd4,02_wardrobe_images/karen/schmuck51/schmuck51.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck51/schmuck51.txt,
2,1117,f97f74a661b057d229c6d1386826b82ae05fbcdc,02_wardrobe_images/karen/29 Cowboy-Boot in Mittelbraun/29 Cowboy-Boot in Mittelbraun.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/29 Cowboy-Boot in Mittelbraun/29 Cowboy-Boot in Mittelbraun.txt,
2,1115,22c1ed2aebd8819f5c8a9c01428de18f5b5441d5,02_wardrobe_images/karen/schmuck28/schmuck28.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck28/schmuck28.txt,
2,1102,bd73caaf4b8b24f5ee67360180a3d8e52e40ce0b,02_wardrobe_images/karen/schmuck53/schmuck53.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck53/schmuck53.txt,
2,1087,0ce5265fad91b521e82285bf621a8c90cb8ec486,_release_staging/CapsuleWardrobeRAG/tests/test_run_registry_kpis.py || tests/test_run_registry_kpis.py,tests/test_run_registry_kpis.py
2,1071,f799ac7e0a0cf90ff9affccc3b739c50c7bb8f4e,_release_staging/CapsuleWardrobeRAG/src/models.py || src/models.py,src/models.py
2,1061,b13cf524503ec33e49f77bd9112079174c54e302,02_wardrobe_images/karen/schmuck68/schmuck68.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck68/schmuck68.txt,
2,1043,450affa4b9d26180f872e33583b0efeba6ed528e,02_wardrobe_images/karen/Tasche01/tasche01.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Tasche01/tasche01.txt,
2,1041,fff0f0e69d9703ec3540cd8c2245d7fd6e895a40,02_wardrobe_images/karen/schmuck64/schmuck64.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck64/schmuck64.txt,
2,1032,fe05d985d6bc7d0f3c85a38f84b59124e08ff9a3,02_wardrobe_images/karen/schmuck24/schmuck24.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck24/schmuck24.txt,
2,1029,94eeaa1ec6a8c676776cfae1f3e7478876e46d93,02_wardrobe_images/karen/09 Manolo Blanik/09 Manolo Blanik.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/09 Manolo Blanik/09 Manolo Blanik.txt,
2,1008,34b30aee04fb3e79d5c0158a19c6f0922bf13b43,02_wardrobe_images/karen/lederarmband-mit-schleifen-schliesse_149/schmuck63.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/lederarmband-mit-schleifen-schliesse_149/schmuck63.txt,
2,998,e8bf9df640b07b8003d8b2706d060b90f300e1db,02_wardrobe_images/karen/navy-leather-boat-shoe-mit-heller-gummisohle_35/11 klassischen Bootsschuh mit flacher Gummisohle.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/navy-leather-boat-shoe-mit-heller-gummisohle_35/11 klassischen Bootsschuh mit flacher Gummisohle.txt,
2,996,6487c6532c09939c4c06845dc84dc05935befea8,02_wardrobe_images/karen/schmuck83/schmuck83.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck83/schmuck83.txt,
2,988,5daa5bb608d819e350c4f618720ec4194eba9754,02_wardrobe_images/karen/wollhose-mit-fischgratmuster-mittelgrau-meliert-938336/wollhose-mit-fischgratmuster-mittelgrau-meliert-938336.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/wollhose-mit-fischgratmuster-mittelgrau-meliert-938336/wollhose-mit-fischgratmuster-mittelgrau-meliert-938336.txt,
2,984,93588817abaa4104ecae9dc937aaf7a5fc3e96d2,02_wardrobe_images/karen/wollhose-mit-fischgratmuster-naturbeige-meliert-937781/wollhose-mit-fischgratmuster-naturbeige-meliert-937781.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/wollhose-mit-fischgratmuster-naturbeige-meliert-937781/wollhose-mit-fischgratmuster-naturbeige-meliert-937781.txt,
2,971,d904308be19ae1912d3766bef317e9ccf906b6c3,02_wardrobe_images/karen/schmuck44/schmuck44.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck44/schmuck44.txt,
2,958,88b8ea62022959169d5fe7c01139b5622ae4b2e8,02_wardrobe_images/karen/boucle-blazer-mit-dekorativen-knoepfen-dunkelblau-921827/boucle-blazer-mit-dekorativen-knoepfen-dunkelblau-921827.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/boucle-blazer-mit-dekorativen-knoepfen-dunkelblau-921827/boucle-blazer-mit-dekorativen-knoepfen-dunkelblau-921827.txt,
2,957,cab868f1bfddd698e69617f62d18ac4563a22ee0,02_wardrobe_images/karen/wollblazer-mit-fischgratmuster-mittelgrau-meliert-964174/wollblazer-mit-fischgratmuster-mittelgrau-meliert-964174.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/wollblazer-mit-fischgratmuster-mittelgrau-meliert-964174/wollblazer-mit-fischgratmuster-mittelgrau-meliert-964174.txt,
2,954,940fc593caad8deadf612f1a200eed9621603234,_release_staging/CapsuleWardrobeRAG/src/export_db.py || src/export_db.py,src/export_db.py
2,947,5b0eb85429ec2bfcfe12bf58cab23ac83c81f8bb,02_wardrobe_images/karen/schmuck90/schmuck90.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck90/schmuck90.txt,
