duplicate_count,size_bytes,sha1,paths,tracked_paths
2,943,a2e7b9f02bf9d55beb008c8763e412c275f2abf9,02_wardrobe_images/karen/blusenkleid-mit-schluppenkragen-chillirot-968135/blusenkleid-mit-schluppenkragen-chillirot-968135.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/blusenkleid-mit-schluppenkragen-chillirot-968135/blusenkleid-mit-schluppenkragen-chillirot-968135.txt,
2,942,ecd182414d12ed86099eafa979ffa7e189d59f0d,02_wardrobe_images/karen/schmuck86/schmuck86.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck86/schmuck86.txt,
2,941,c512b62c7e6ca9b57b8ab8b3fcbaba8965720a92,02_wardrobe_images/karen/schmuck49/schmuck49.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck49/schmuck49.txt,
2,939,b4501c06a943da970e347394493a669f3f6e7f8d,02_wardrobe_images/karen/blusenkleid-mit-schluppenkragen-schwarz-969830/blusenkleid-mit-schluppenkragen-schwarz-969830.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/blusenkleid-mit-schluppenkragen-schwarz-969830/blusenkleid-mit-schluppenkragen-schwarz-969830.txt,
2,938,40a925967d3181eadb3f02848ae1e46a6557ae54,02_wardrobe_images/karen/07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz/07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz/07 hohe Pumps ist von Tamaris aus der Serie Heart schwarz.txt,
2,934,6f55c24701027ba523e5e9d0efaf9cfc326a2664,02_wardrobe_images/karen/17 Sneaker in Neonorange Marke Skechers/17 Sneaker in Neonorange Marke Skechers.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/17 Sneaker in Neonorange Marke Skechers/17 Sneaker in Neonorange Marke Skechers.txt,
2,925,0d524774035c90d96016f42a5bd44d04dfa3be30,02_wardrobe_images/karen/Hemdkleid  Shirtkleid lang fließend/Hemdkleid  Shirtkleid lang fließend.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Hemdkleid  Shirtkleid lang fließend/Hemdkleid  Shirtkleid lang fließend.txt,
2,911,04e07d6e369dcef0caca9d28746c83cb65fc670d,_release_staging/CapsuleWardrobeRAG/src/logging_utils.py || src/logging_utils.py,src/logging_utils.py
2,906,39295b73774574eb3413a135c748364debc97c94,02_wardrobe_images/karen/etuikleid-aus-punto-di-roma-schwarz-wollweiss-meliert-914418/etuikleid-aus-punto-di-roma-schwarz-wollweiss-meliert-914418.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/etuikleid-aus-punto-di-roma-schwarz-wollweiss-meliert-914418/etuikleid-aus-punto-di-roma-schwarz-wollweiss-meliert-914418.txt,
2,901,7e6250c9ce279da799aa680ff0a216a116974242,02_wardrobe_images/karen/30 klassische Stiefelette mit seitlichem Reißverschluss/30 klassische Stiefelette mit seitlichem Reißverschluss.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/30 klassische Stiefelette mit seitlichem Reißverschluss/30 klassische Stiefelette mit seitlichem Reißverschluss.txt,
2,897,726d7e37397ca6c1a98c461fe9120802e74bca52,02_wardrobe_images/karen/schmuck54/schmuck54.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck54/schmuck54.txt,
2,895,9ad0945c0d4a1a2ee057399ff14087b843f1c8c4,02_wardrobe_images/karen/leinen-schlupfbluse-mit-puffaermeln_201/Schlupfbluse Bluse Top.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/leinen-schlupfbluse-mit-puffaermeln_201/Schlupfbluse Bluse Top.txt,
2,887,35467973cb9e736dfc62e5797915bf8fba71a285,02_wardrobe_images/karen/satin-schleifen-haarspange-half-up-clip_80/schmuck05.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/satin-schleifen-haarspange-half-up-clip_80/schmuck05.txt,
2,882,f31f55c0c8b0c6c342733d106759835d3327858b,02_wardrobe_images/karen/uhr03/uhr03.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/uhr03/uhr03.txt,
2,880,3cf8e6f2aa0d40471308392b032372fe75ea3156,02_wardrobe_images/karen/schmuck70/schmuck70.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck70/schmuck70.txt,
2,877,e9ad762a5c2c0bd5ccd1af3353df964412a189f4,02_wardrobe_images/karen/schmuck84/schmuck84.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck84/schmuck84.txt,
2,874,5102c33c78d424432faacec311b3f69883504bdd,02_wardrobe_images/karen/schmuck01/schmuck01.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck01/schmuck01.txt,
2,873,e3ceec1b686f72ec6b543f84939a94f958da9c79,docs/_snapshot/handoff_20260301-161316/handoff_summary.md || docs/_snapshot/latest/handoff_summary.md,
2,867,4702b2cafa90f873c45bce807b55d2f3f199e3b7,02_wardrobe_images/karen/schmuck89/schmuck89.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck89/schmuck89.txt,
2,862,28468aa9cf1af95d1d1183d2667af260c02bac7f,02_wardrobe_images/karen/wollblazer-mit-fischgratmuster-naturbeige-meliert-931633/wollblazer-mit-fischgratmuster-naturbeige-meliert-931633.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/wollblazer-mit-fischgratmuster-naturbeige-meliert-931633/wollblazer-mit-fischgratmuster-naturbeige-meliert-931633.txt,
2,856,a5b23332492a1fee90ad99732c02c74ec668bf66,02_wardrobe_images/karen/schmuck69/schmuck69.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck69/schmuck69.txt,
2,848,a3ffe5ed7b1bf1cc80852e9362bc913584ec03a8,02_wardrobe_images/karen/schmuck66/schmuck66.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck66/schmuck66.txt,
2,847,38570643a9637e21ab823a4c0e4b6b47d0997019,02_wardrobe_images/karen/schmuck80/schmuck80.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck80/schmuck80.txt,
2,845,f812f223b7f15382fed281c12a007ca4e30a6b80,.gitignore || _release_staging/CapsuleWardrobeRAG/.gitignore,.gitignore
2,836,93dcc46a10d64b55bec55622fe1c5056be853a65,02_wardrobe_images/karen/18 Tennisschuh der Firma Asics/18 Tennisschuh der Firma Asics.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/18 Tennisschuh der Firma Asics/18 Tennisschuh der Firma Asics.txt,
2,833,e08720abe6ffe077e1b45db45656ae92b3743c33,02_wardrobe_images/karen/schmuck76/schmuck76.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck76/schmuck76.txt,
2,832,76cb33d0e1ba7bd0cd4b4a2a74a86eb67d2272fa,02_wardrobe_images/karen/schmuck55/schmuck55.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck55/schmuck55.txt,
2,831,beb2de389e7dcb474c4f93ddc4f56276bc5d23aa,02_wardrobe_images/karen/schmuck02/schmuck02.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck02/schmuck02.txt,
2,826,2c432d106144dff696a1ee370e05a88b3f000349,02_wardrobe_images/karen/schmuck45/schmuck45.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck45/schmuck45.txt,
2,807,805ec22f7ef0cca289b58bd559cdeca67340560f,02_wardrobe_images/karen/adidas-adilette-klassisch-noppen-fussbett_34/10 klassische Adiletten in Blau.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/adidas-adilette-klassisch-noppen-fussbett_34/10 klassische Adiletten in Blau.txt,
2,806,1a901fe5b33c11384659788e14bc9265e9641686,.env || .env.bak,
2,789,0e0a55c6db6806802dcfd7ce89405a30932003a3,02_wardrobe_images/andreas/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/andreas/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu/2025 06 Luxor Businesshemd  modern fit Global Kent Bleu.txt,
2,778,8ea8eafbf5b35a76ace434f12c122c57cdf7559a,02_wardrobe_images/karen/schmuck73/schmuck73.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck73/schmuck73.txt,
2,778,b774b25e39269bacb223c49305156fa248c8858a,02_wardrobe_images/karen/schmuck77/schmuck77.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck77/schmuck77.txt,
2,775,7b7e80baf04a89192e953e1307e8dccd34dc2990,02_wardrobe_images/karen/weat-veloursleder-crossbody-tasche-mit-kettenriemen_74/Tasche02.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/weat-veloursleder-crossbody-tasche-mit-kettenriemen_74/Tasche02.txt,
2,770,10e54865120a38fae4bc2da2e6db1cd83cc1dfa3,02_wardrobe_images/karen/schmuck04/schmuck04.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck04/schmuck04.txt,
2,759,d78b498903dc96be29d4651b641ed3e133c1b064,02_wardrobe_images/karen/24 Sneaker Firma Adidas Größe US 8/24 Sneaker Firma Adidas Größe US 8.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/24 Sneaker Firma Adidas Größe US 8/24 Sneaker Firma Adidas Größe US 8.txt,
2,757,15766563ba9452bf286e22b5b1bb6713cf742ce1,02_wardrobe_images/karen/tasche10/tasche10.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/tasche10/tasche10.txt,
2,756,0153802f745a59f8caf44fd29f1505fb04aa14dd,02_wardrobe_images/karen/satin-knot-headband-mit-tulpenprint-nude_97/schmuck11.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/satin-knot-headband-mit-tulpenprint-nude_97/schmuck11.txt,
2,748,e569a172edd455ff2fe53036ad46b44f9bf5519d,02_wardrobe_images/karen/poncho-cape-mit-fransen_200/Poncho Cape jackenähnlich mit Fransen.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/poncho-cape-mit-fransen_200/Poncho Cape jackenähnlich mit Fransen.txt,
2,742,4e9a69b9093fd5b4fcc95ee2624beefe48aa5ef2,02_wardrobe_images/karen/gedrehtes-satin-headband-mit-knoten-tulpen-print-dunkelblau_96/schmuck10.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/gedrehtes-satin-headband-mit-knoten-tulpen-print-dunkelblau_96/schmuck10.txt,
2,742,814b1febde4a4c6774fb4de8623d0d3e65f7f343,02_wardrobe_images/karen/swarovski-grosse-u-foermige-creolen-art-d-co-baguette-schliff_151/schmuck65.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/swarovski-grosse-u-foermige-creolen-art-d-co-baguette-schliff_151/schmuck65.txt,
2,741,f8fddb2d67de16640c021540820faedbd504a1bf,02_wardrobe_images/karen/05 flachen Pump mit einem Keilabsatz Tamaris/05 flachen Pump mit einem Keilabsatz Tamaris.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/05 flachen Pump mit einem Keilabsatz Tamaris/05 flachen Pump mit einem Keilabsatz Tamaris.txt,
2,728,bfc880f3330b2dedd1caee22f13b6db049309f32,_release_staging/CapsuleWardrobeRAG/tests/test_category_map_other.py || tests/test_category_map_other.py,tests/test_category_map_other.py
2,692,199539f7115e722897c3a207bd2c522b886d9c86,02_wardrobe_images/karen/weihnachtliche-samt-schleifen-haarspange-mit-kunstfell_93/schmuck07.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/weihnachtliche-samt-schleifen-haarspange-mit-kunstfell_93/schmuck07.txt,
2,688,8da1152df481a9bc87a752f6c3788e3734d0472c,02_wardrobe_images/karen/gedrehtes-satin-headband-mit-flachem-knoten-animal-print_98/schmuck12.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/gedrehtes-satin-headband-mit-flachem-knoten-animal-print_98/schmuck12.txt,
2,675,72425c463003492a7aff2a54ecb41a7fb731f147,02_wardrobe_images/karen/set-haarklammern-3er-ros-gold-mit-perlen-monogramm-mh_94/schmuck08.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/set-haarklammern-3er-ros-gold-mit-perlen-monogramm-mh_94/schmuck08.txt,
2,662,7ebba765ee99a39291e1ed56f8783d377707d68d,02_wardrobe_images/karen/schmuck60/schmuck60.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck60/schmuck60.txt,
2,658,4daf88392cd280213125a9668c2e74659d1cc38d,02_wardrobe_images/karen/shirt-mit-spitzenborte-wollweiss-schwarz-924695/shirt-mit-spitzenborte-wollweiss-schwarz-924695.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/shirt-mit-spitzenborte-wollweiss-schwarz-924695/shirt-mit-spitzenborte-wollweiss-schwarz-924695.txt,
2,644,ebbd45a38d9786a0dc18a9d5fccd70a8602989f9,02_wardrobe_images/karen/schmuck21/schmuck21.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck21/schmuck21.txt,
2,639,4d180f39cc2871e5e37ab9fa7adb87def87b9af8,02_wardrobe_images/karen/satin-schleifenclip-half-up-in-nude-hellbeige_92/schmuck06.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/satin-schleifenclip-half-up-in-nude-hellbeige_92/schmuck06.txt,
2,631,f681d883f984351882eaba80d74b12e687f615b5,02_wardrobe_images/karen/gepolsterter-headband-mit-glitzer-schnalle_78/schmuck03.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/gepolsterter-headband-mit-glitzer-schnalle_78/schmuck03.txt,
2,625,efbe767d704dd92f293d5d49a88f81cbd93be0a5,02_wardrobe_images/karen/boucle-jacke-schwarz-928934/boucle-jacke-schwarz-928934.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/boucle-jacke-schwarz-928934/boucle-jacke-schwarz-928934.txt,
2,625,feb1112098761a9f6b06b1949ac2d77cfacc42e8,02_wardrobe_images/karen/schmuck57/schmuck57.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck57/schmuck57.txt,
2,619,a4bfc1b93267ace8f5ace04e695801fbed9833ba,02_wardrobe_images/karen/faltenrock-aus-softem-viskosemix-erdbeere-940297/faltenrock-aus-softem-viskosemix-erdbeere-940297.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/faltenrock-aus-softem-viskosemix-erdbeere-940297/faltenrock-aus-softem-viskosemix-erdbeere-940297.txt,
2,619,e4623a0df88ac3f2a63ba89f9abb21888bfd5f9e,02_wardrobe_images/karen/schmuck22/schmuck22.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck22/schmuck22.txt,
2,615,1dbdbcf67f3b5e4d57881ad203525769212d1875,02_wardrobe_images/karen/uhr02/uhr02.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/uhr02/uhr02.txt,
2,611,5b2e3772d7213d8b4413ef64b9fa4e9b45ca6dd0,02_wardrobe_images/karen/03 flachen Pumps mit Keilabsatz Tamaris SChwarz/flachen Pumps mit Keilabsatz Tamaris SChwarz.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/03 flachen Pumps mit Keilabsatz Tamaris SChwarz/flachen Pumps mit Keilabsatz Tamaris SChwarz.txt,
2,601,ed461d864f77e4d30c9ecc2aec1785503853eeb9,02_wardrobe_images/karen/schmuck87/schmuck87.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck87/schmuck87.txt,
2,598,24c6b2e133adc85c6b537d5c81d6c5da2ea5bc10,02_wardrobe_images/karen/schmuck25/schmuck25.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck25/schmuck25.txt,
2,594,fc5b99d8514bf58d1f80c4a5d32e33048422cd2a,02_wardrobe_images/karen/stricktop-schwarz-wollweiss-sonstige-952904/stricktop-schwarz-wollweiss-sonstige-952904.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/stricktop-schwarz-wollweiss-sonstige-952904/stricktop-schwarz-wollweiss-sonstige-952904.txt,
2,588,db6df26c8f6bdc169351a8967bce06f9446f2144,02_wardrobe_images/karen/schmuck88/schmuck88.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck88/schmuck88.txt,
2,583,db34d2cc17f459461f6f5b7cf82b50bb5f942e36,02_wardrobe_images/karen/schmuck29/schmuck29.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck29/schmuck29.txt,
2,581,2a64363517c33295a782ee64f64d99951a7e7093,02_wardrobe_images/karen/twillhose-aus-reiner-baumwolle-schwarz-948744/twillhose-aus-reiner-baumwolle-schwarz-948744.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/twillhose-aus-reiner-baumwolle-schwarz-948744/twillhose-aus-reiner-baumwolle-schwarz-948744.txt,
2,577,1a6913dcf352fb8c3145367ce13724ac833bced4,02_wardrobe_images/karen/02 Sandalen von der Marke Tamaris Blau/Sandalen von der Marke Tamaris Blau.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/02 Sandalen von der Marke Tamaris Blau/Sandalen von der Marke Tamaris Blau.txt,
2,572,3613c89901e8699b9ec18b477affaa0e526ff000,02_wardrobe_images/karen/tanktop-mit-vorderseite-aus-lammnappa-leder-schwarz-960502/tanktop-mit-vorderseite-aus-lammnappa-leder-schwarz-960502.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/tanktop-mit-vorderseite-aus-lammnappa-leder-schwarz-960502/tanktop-mit-vorderseite-aus-lammnappa-leder-schwarz-960502.txt,
2,557,bbeb3a38445c88a789915c170702a8869e521a0f,04_user_data/karen/profile.json || _release_staging/CapsuleWardrobeRAG/04_user_data/karen/profile.json,04_user_data/karen/profile.json
2,551,1c541bc71b74734e5d9eae39252e3ce367675c85,02_wardrobe_images/karen/schmuck85/schmuck85.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck85/schmuck85.txt,
2,551,fa61ab21f1d4819e1667e75091e24a11a6db2bea,02_wardrobe_images/karen/schmuck23/schmuck23.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck23/schmuck23.txt,
2,531,0b67d470cb364531832f67d52cbfefb89d652e71,02_wardrobe_images/karen/schmuck91/schmuck91.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck91/schmuck91.txt,
2,531,3beb0fa0519bbcabd838fbd3e63212b809cae38b,02_wardrobe_images/karen/roeckl-lederhandschuhe-cashmere-futter-gr-7-5_105/schmuck19.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/roeckl-lederhandschuhe-cashmere-futter-gr-7-5_105/schmuck19.txt,
2,531,b3e15b613ef171f54124172c6c943753e8094fbf,02_wardrobe_images/karen/schmuck13/schmuck13.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck13/schmuck13.txt,
2,523,e2d4d7a80a76bd2607271bc3ece62a5467c58872,02_wardrobe_images/karen/marlenehose-dunkelblau-913588/marlenehose-dunkelblau-913588.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/marlenehose-dunkelblau-913588/marlenehose-dunkelblau-913588.txt,
2,515,7d81943877d3a1926fba2b2708ef1c5f9e632673,02_wardrobe_images/karen/schmuck59/schmuck59.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck59/schmuck59.txt,
2,508,2a213a99ce1169498b1993e58fb7b5cae387f84c,02_wardrobe_images/karen/knotted-headband-aus-satiniertem-stoff-in-rosa_95/schmuck09.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/knotted-headband-aus-satiniertem-stoff-in-rosa_95/schmuck09.txt,
2,489,c622a96d67b5e3a841e5a3b6f2c3afd0aca5056c,_release_staging/CapsuleWardrobeRAG/tests/conftest.py || tests/conftest.py,tests/conftest.py
2,484,d6a13c3647f8f6dfd339d86cbe817b5470e96dfe,02_wardrobe_images/karen/04 flachen Pumps mit Keilabsatz Tamaris beige-nude/flachen Pumps mit Keilabsatz Tamaris beige-nude.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/04 flachen Pumps mit Keilabsatz Tamaris beige-nude/flachen Pumps mit Keilabsatz Tamaris beige-nude.txt,
2,477,3af537c81192d30f3c87387bffcf0aea67cb465d,02_wardrobe_images/karen/schmuck20/schmuck20.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck20/schmuck20.txt,
2,477,a00620c9c3e7ed86d35cd870bcc1d3aeab5be496,_release_staging/CapsuleWardrobeRAG/tests/test_ontology_includes_ui_categories.py || tests/test_ontology_includes_ui_categories.py,tests/test_ontology_includes_ui_categories.py
2,470,2d9dc1c1c0402191baa8a58cded615066aca3738,02_wardrobe_images/karen/schmuck61/schmuck61.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck61/schmuck61.txt,
2,467,8223283bfe5f76bd3d08231d63d3184b8df8f52c,02_wardrobe_images/karen/schmuck26/schmuck26.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck26/schmuck26.txt,
2,461,2523cabd2d9fa4c6f372dc22cb5fc05decf70c5e,04_user_data/andreas/profile.json || _release_staging/CapsuleWardrobeRAG/04_user_data/andreas/profile.json,04_user_data/andreas/profile.json
2,456,63cbcd9161fc861ac69b238189086d5c3dfb9d04,02_wardrobe_images/karen/oversize-shirt-aus-softem-viskose-mix-weiss-923233/oversize-shirt-aus-softem-viskose-mix-weiss-923233.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/oversize-shirt-aus-softem-viskose-mix-weiss-923233/oversize-shirt-aus-softem-viskose-mix-weiss-923233.txt,
2,456,97500af3ef298076a5edd0458c4a64eeef6a92ac,02_wardrobe_images/karen/schmuck27/schmuck27.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck27/schmuck27.txt,
2,449,78f53620cfde9fd97ea3235958262e510aaa3405,02_wardrobe_images/karen/schmuck14/schmuck14.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck14/schmuck14.txt,
2,441,a21b846c7958b52f0b745c8bed20bc1930f26d4b,02_wardrobe_images/karen/01 Sandalen von der Marke Tamaris Rot/Sandalen von der Marke Tamaris.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/01 Sandalen von der Marke Tamaris Rot/Sandalen von der Marke Tamaris.txt,
2,434,ffa7b55f9fde2e20f3801a2ca95f50c5c7e04b52,_release_staging/CapsuleWardrobeRAG/tools/hooks/pre-commit.sample || tools/hooks/pre-commit.sample,tools/hooks/pre-commit.sample
2,423,8c30f519edb919914d7d753f2984f59166f14ccb,02_wardrobe_images/karen/schmuck16/schmuck16.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck16/schmuck16.txt,
2,404,a7d3451174562649854d0e5157ec6c67731737cf,02_wardrobe_images/karen/schmuck17/schmuck17.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck17/schmuck17.txt,
2,383,8af1312cb8d1b1de001147307e25d5ff67d4c24a,02_wardrobe_images/karen/schmuck15/schmuck15.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/schmuck15/schmuck15.txt,
2,342,a790adbd8358ac9d05b67f2485720c4b7fd3a6aa,02_wardrobe_images/karen/Kleid Polka Dots/Kleid Polka Dots.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Kleid Polka Dots/Kleid Polka Dots.txt,
2,269,886fcbb8cded0e834f03e4609b488722e0243812,_release_staging/CapsuleWardrobeRAG/ontology/ontology_overrides.yaml || ontology/ontology_overrides.yaml,ontology/ontology_overrides.yaml
2,208,32c7874d0244d5c4cfb954ed2ab5b71a4dfb132b,_release_staging/CapsuleWardrobeRAG/pytest.ini || pytest.ini,pytest.ini
2,85,e8880eac4d65955fb90f9b28c52c838f2ed474de,02_wardrobe_images/karen/Tanktop mit Vorderseite aus Lammnappa-Le - 976636/Tanktop mit Vorderseite aus Lammnappa-Le - 976636.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Tanktop mit Vorderseite aus Lammnappa-Le - 976636/Tanktop mit Vorderseite aus Lammnappa-Le - 976636.txt,
2,75,4f72544c93290f3c6a3bc43a11f086d40c5ad135,02_wardrobe_images/karen/Kurzblazer mit Schmuckknöpfen - 951875/Kurzblazer mit Schmuckknöpfen - 951875.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Kurzblazer mit Schmuckknöpfen - 951875/Kurzblazer mit Schmuckknöpfen - 951875.txt,
2,68,57a4c39c457393ca1ee7c78e3d0b2467fa71c5ea,02_wardrobe_images/karen/Lederrock aus Lammnappa - 908193/Lederrock aus Lammnappa - 908193.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Lederrock aus Lammnappa - 908193/Lederrock aus Lammnappa - 908193.txt,
2,68,dd2a7812b178e7e4c5f1ab10a70c467c7403c209,02_wardrobe_images/karen/Lederrock aus Lammnappa - 919772/Lederrock aus Lammnappa - 919772.txt || _release_staging/CapsuleWardrobeRAG/02_wardrobe_images/karen/Lederrock aus Lammnappa - 919772/Lederrock aus Lammnappa - 919772.txt,
2,20,a5e7d3cdf29995f553221dbfae4527b3482b0980,logs/server.err_20260215-113152.log || logs/server.err_20260215-120835.log,
